Quantum_Key_Size_bits,Quantum_Protocol_Type,Key_Distribution_Method,Encryption_Latency_ms,Decryption_Latency_ms,Throughput_Mbps,Latency_ms,Packet_Loss_percent,Bandwidth_Utilization_percent,Round_Trip_Time_ms,Encryption_Strength,Attack_Type,Vulnerability_Level,Attack_Success_Rate_percent,Intrusion_Detection_Accuracy_percent,Data_Volume_GB,Data_Variety,Data_Velocity_MB_s,Data_Complexity,Real_Time_Processing,Resource_Utilization_CPU_percent,Resource_Utilization_Memory_percent,Energy_Consumption_kWh,Optimization_Level,Performance_Target
512,BB84,Post-Quantum,52.81304843132577,25.14143807432052,166.28047772913854,8.693811282293415,2.769272945233947,60.080827332048344,113.77816596379463,Low,Side Channel,None,10.554643425541045,94.21226609920807,127.3144116025102,Audio,85.69674010881147,Semi-Structured,1,74.03875785740624,37.26583253246166,0.2200580132171268,Caching,Suboptimal
1024,SARG04,Hybrid QKD,11.511986439324861,45.84965446321001,985.9761252084829,1.1601118678724482,2.402449579581785,95.83262311213753,52.058990073366736,High,Man-in-the-Middle,None,8.413358908867686,84.33539869252421,262.2098708036052,Audio,16.95241931735847,Semi-Structured,1,70.24067743125406,39.57614911818955,3.433645779738074,Parallel Processing,Optimal
128,BB84,QKD,44.84282907859064,34.044213413037255,314.3996067814769,25.948035569328223,2.84409805678406,73.95578494402852,132.2067957486846,Medium,Man-in-the-Middle,High,9.777872737600823,92.83963400340603,139.1894102124275,Text,45.49857652892497,Unstructured,1,51.25539994480532,56.927618788656154,3.060100617159165,Caching,Suboptimal
256,B92,Hybrid QKD,25.78601344372658,33.854222142754836,671.4409533305889,24.577206139057054,4.120982499545117,78.48383905513438,69.76538310721568,Medium,None,Medium,7.58697241143676,95.8503200188895,162.5825662467245,Audio,96.60899849301694,Unstructured,1,51.0395194869712,36.135631570957926,2.657543089815538,Caching,Optimal
1024,SARG04,Hybrid QKD,37.20704910104138,11.241976664459482,403.3605592677575,30.236480810023995,0.10722411534621168,84.09102419891386,25.481016675074443,Low,Man-in-the-Middle,None,14.868441847970553,83.87056908073043,494.2644960950331,Text,46.44769605701488,Unstructured,0,68.4535515109755,35.02989312401279,0.8622843309076638,Compression,Suboptimal
512,E91,QKD,27.739796508345833,42.26324631549087,903.7575731803778,6.251294228312172,1.0518836233098567,50.24349909819747,140.90447040208628,Medium,None,None,27.448113578567245,97.40585112109517,51.18569727209521,Audio,37.08556669152348,Unstructured,1,55.872062315951204,45.1701562768818,0.6430838609715113,None,Suboptimal
512,E91,QKD,16.83923253079039,15.613662412751783,119.02191621226399,37.63620720527599,2.6967094437649415,50.039882240042424,24.632782070609196,High,Man-in-the-Middle,High,43.635196053658575,83.10037994321382,798.1304977727553,Audio,96.3836013553456,Semi-Structured,1,42.07108824821715,74.51117650250549,2.4519436204035086,Parallel Processing,Suboptimal
256,E91,Post-Quantum,58.72979893213155,59.32453917090489,706.0287875704587,1.954300965324437,1.7178682411089075,62.239128578526554,118.04989808191591,Medium,Quantum Attack,High,7.955264808587032,85.81584955649141,423.5601446128467,Audio,45.84054515318537,Semi-Structured,1,58.831083600024094,74.13292745453548,4.6682750911096464,Parallel Processing,Suboptimal
512,B92,Post-Quantum,33.47483813714946,74.4460504943198,993.3920672616275,43.39153947096555,4.752315241891784,91.47599710428804,72.62557055718602,Medium,Quantum Attack,None,41.74070754486721,87.65502816045573,526.4141100669176,Mixed,1.3740342565963957,Unstructured,1,61.01440269354162,74.40189220255083,0.1998235318478782,Caching,Suboptimal
128,E91,QKD,48.53499111898885,96.09727555568804,558.3028434376668,21.58346678109611,0.2238209935788682,53.53639937204824,123.7713428581535,Low,Side Channel,Medium,42.174417722519095,96.0278453285305,784.7781605180297,Audio,60.97295161949877,Unstructured,1,83.62937865224143,13.669325274758581,3.5786025245544093,Compression,Suboptimal
128,SARG04,QKD,52.680774292550076,27.064797764165036,988.2425499959589,31.160963020800303,1.3869356643832225,93.76355455389492,30.52400131602635,High,None,Medium,32.28646132889001,96.7965147301547,912.8517056036151,Mixed,18.8432459264358,Structured,0,29.56631469392169,72.1293075583521,2.620973169698434,Caching,Suboptimal
256,B92,QKD,17.493223617438055,47.975142526821266,731.6315753033743,12.892161070589953,1.4444041386035378,79.31421113948682,25.375914835361336,Medium,Quantum Attack,Medium,14.18520411490945,93.07370003976135,317.2804417727534,Audio,74.04709514605952,Semi-Structured,1,26.620758666265417,70.98110058239786,2.5001310228887617,Caching,Optimal
512,E91,Hybrid QKD,55.96821078928711,80.1054558864176,74.17378308451703,9.225528147083061,1.8588815702632404,84.20627772269773,178.36448711266456,Low,Side Channel,High,10.350434796939656,91.48698838043954,182.39959393330614,Mixed,92.88130001778089,Structured,0,74.65342520161853,67.50844545902474,3.159405478632242,Caching,Suboptimal
512,B92,Hybrid QKD,46.917895588679094,34.02269554700551,63.82431249395019,35.21265584727603,2.262461649223239,80.60935465785805,197.75047898295622,High,None,High,44.27587440902411,90.76563913212345,197.62459457839822,Text,89.93261204813396,Unstructured,1,89.5754139045145,60.881800987999426,4.726269293400785,Parallel Processing,Suboptimal
512,B92,QKD,87.9171386737221,69.74779575617505,95.5370417429672,7.367935976633729,2.1389024278058653,57.435953700412625,13.085103166466677,Medium,Side Channel,None,17.238532521337874,85.0107241547214,659.6322030276109,Text,55.5181946602949,Structured,1,38.41537761848409,64.59912067831047,0.38954499438033874,Parallel Processing,Suboptimal
128,B92,Post-Quantum,75.1221649757736,79.43486032296134,497.46281358020485,10.443609358689285,2.400005677484545,92.3405458976442,39.5991751836482,Low,None,High,4.675977768935679,97.58002207094356,861.8625330092542,Images,91.61325139970965,Structured,0,44.815647018525794,11.788438952292895,0.48739231136339667,Parallel Processing,Suboptimal
1024,SARG04,Post-Quantum,63.04940157203181,34.83967345047821,395.82024270684974,39.25112292383818,4.210655869347459,77.23424863496841,49.22757927498262,Low,Man-in-the-Middle,None,26.448298706716063,97.57617475279598,920.9951971591122,Images,24.11799124191682,Unstructured,1,70.05524194128921,54.43171614943252,3.9535349480040938,Parallel Processing,Suboptimal
512,BB84,Post-Quantum,92.2746059315837,11.659941279145654,842.9048275850324,41.99828344672152,1.8811230918356325,89.9605746351551,30.54492802684193,Medium,Quantum Attack,Low,11.883490911464872,94.91841624058736,764.7161825943078,Text,3.0531737968932604,Semi-Structured,0,52.93413957806391,23.30433500782576,2.771140759125446,Parallel Processing,Suboptimal
1024,B92,QKD,10.63081378774713,67.01095213186534,643.2451573640712,25.437570418008594,2.9670887783942854,72.56381158593398,107.54284717069537,Low,Side Channel,Low,29.70465673288943,97.99736648684501,99.20806567157952,Audio,71.8678679761962,Semi-Structured,0,88.60455101499501,42.29484500888747,2.928727259001578,Compression,Suboptimal
512,SARG04,Hybrid QKD,67.59377859555302,75.83863453647868,326.43924312996006,48.932029447849814,2.793313134803972,56.75797705628794,68.9599844878119,High,Side Channel,None,32.24694057054464,95.9213853981707,207.9860374152967,Audio,88.94348850017971,Structured,1,66.47718109033666,56.43950213411579,0.2553395675251635,Caching,Suboptimal
256,SARG04,Hybrid QKD,52.238285098464004,14.253609107037123,827.2123331828749,36.302869885463316,1.6892309184891263,96.1022065567852,142.70757434155442,Medium,Side Channel,Low,34.11218152968075,88.87056372182963,340.78848052192154,Audio,3.4017755239187406,Structured,1,40.65048416633212,75.70660501149746,3.178081559349014,Parallel Processing,Suboptimal
512,E91,Hybrid QKD,86.63227313316025,30.427819779146585,601.2617706718014,28.40074402922627,1.0851252294435243,96.81095231014753,44.885338423939636,High,Side Channel,Low,11.088526501451861,94.70581051604753,105.24406842954279,Mixed,61.964084934567175,Structured,0,49.57646236225936,64.53773705766207,4.684685375118945,Caching,Suboptimal
512,SARG04,Post-Quantum,67.38548112961945,26.361893161031922,564.8049950534058,25.31582932318884,3.7643810213641777,76.50879168306813,143.7857790681659,High,Quantum Attack,High,26.032911744275193,98.98596388433181,943.1708509229317,Text,5.404238966300302,Structured,1,81.3000449146048,75.4685477939484,2.2903962200687835,Parallel Processing,Suboptimal
256,E91,QKD,16.874493609472303,58.502134679308284,707.3266217475732,26.026279145151403,3.120157221632043,52.618618993429685,76.73604977794677,High,Side Channel,Medium,39.70086780997708,97.97485203764906,553.6696001476199,Images,4.031250828615932,Structured,0,30.245769083427692,32.92368334177031,2.3385967669924272,Compression,Suboptimal
128,SARG04,Hybrid QKD,34.074593626007385,25.117249008982117,842.4621465836861,23.977044246486038,4.876135819878703,50.99451415285822,11.276410405319439,Low,None,Medium,43.301576347920594,88.83045254276841,133.61528957153308,Audio,5.38943826684186,Semi-Structured,1,28.789090614201115,14.411823027519144,1.9612132717311788,None,Suboptimal
128,B92,Hybrid QKD,30.41791811858629,71.31631060090777,849.7954735754168,45.781194990537166,2.7092629113174196,58.378234684952425,83.07731934728518,Medium,Quantum Attack,High,20.37308981515841,84.74851994693394,412.25681169425684,Mixed,56.78062854103232,Semi-Structured,1,87.20388262867401,79.8423592243714,3.795792087582643,Caching,Suboptimal
1024,BB84,QKD,54.83597591733137,21.05204581841897,998.5935195355642,48.43575512922793,3.2793494942304275,64.98636483280778,79.16674074679091,Low,Side Channel,None,23.316940010048686,88.71119025525148,583.4537644191856,Text,28.448193086046576,Semi-Structured,1,37.08966586941814,70.11655709665274,4.964265313364299,Compression,Suboptimal
1024,B92,QKD,69.58418422425245,70.97984927643222,640.008310062682,7.84672587636003,4.713304036886906,84.26097615042696,161.15861898924027,High,Quantum Attack,High,30.952479050473503,82.34387871187181,187.35574127094492,Images,6.016128264877846,Structured,0,58.619257240748226,22.20036673413592,4.119614530285656,Caching,Suboptimal
128,BB84,Hybrid QKD,24.88904548941973,37.625247985621314,215.01016218466586,34.71165222377776,3.500176164982776,66.2563225090326,44.15542936282734,High,Quantum Attack,High,45.6788761739058,87.72099471569095,278.0575924873469,Images,71.02698937331043,Unstructured,1,25.07580269329761,66.79381388287642,1.035638962164135,Parallel Processing,Suboptimal
256,E91,QKD,43.506888787289036,15.62937296975166,789.1166906637595,21.47831889714951,0.2495408127350751,75.46014851804698,147.87984369397216,Medium,Side Channel,High,37.12308548007388,97.59047178168183,704.1054575334036,Text,17.924735787385128,Semi-Structured,0,69.28537514553611,72.01693754380115,0.4187876978647441,None,Suboptimal
128,SARG04,Post-Quantum,13.199764541713161,19.08171171928983,104.72869042986788,5.870051414820804,2.0945551593076943,73.46214006420703,165.32801216141848,Low,None,High,16.38424653186959,90.5406013823182,733.0674585288463,Text,26.436163796273505,Structured,1,20.53627403847831,18.489711063985034,0.5378418016903064,Compression,Suboptimal
1024,BB84,Hybrid QKD,63.87836918429817,11.90963986741509,311.27501749023423,38.979782139273546,2.857550414405749,88.51395265415107,164.57388267926714,High,Man-in-the-Middle,None,23.812029249573953,85.65410031821602,96.48698080942623,Images,36.73600021669611,Unstructured,1,59.64513032971286,68.45289334651915,4.958671231758484,Compression,Suboptimal
1024,BB84,QKD,77.9120217283976,94.31322150095322,316.8441830211699,36.968623709733514,2.3715429141373363,65.30175948921209,22.490645209699927,Low,Man-in-the-Middle,High,25.769181944306645,92.46315287758839,552.2800035975249,Mixed,78.73534061781321,Unstructured,0,60.2487897425983,47.05976723851288,2.3164081427107988,Compression,Suboptimal
256,B92,Hybrid QKD,79.41036213720442,60.47003605951396,243.09057559980644,46.1580845411074,2.446490786333801,77.69313632767218,156.52941850895883,Medium,Man-in-the-Middle,None,3.637483869440267,94.48119798087951,398.76164628347004,Audio,49.64531273923551,Semi-Structured,0,89.71782521509219,61.87867183299197,0.8617275764075715,Parallel Processing,Suboptimal
1024,B92,QKD,21.38394323188163,34.60515319281728,206.19172889615908,16.54083664732581,3.9554646924214865,81.99915264646235,100.30974479371751,High,Man-in-the-Middle,None,28.546154100929748,92.7542244228571,946.4961371734735,Images,88.44694496236222,Semi-Structured,1,73.64442163570702,66.46852722279951,4.617688920688252,Parallel Processing,Suboptimal
1024,SARG04,Hybrid QKD,80.87462485402875,28.97360979928782,343.44342815740384,39.647792260165104,4.006273848137106,70.94995807615679,111.58815490145801,Medium,None,High,24.522181866610293,82.04751322196849,726.2524480785265,Text,76.45097976773438,Semi-Structured,0,55.85161143479522,50.930059273869034,4.214019313663346,Parallel Processing,Suboptimal
512,BB84,Hybrid QKD,41.39715453152233,54.3995516116702,21.3195292064338,43.635221889912735,0.2658914395633011,91.39624689307865,171.07285693560556,Medium,None,High,22.552587206467134,94.31790135251019,418.492389419501,Images,31.80149517896204,Semi-Structured,1,69.7033064445573,52.21665462346314,2.18263756733507,Compression,Suboptimal
256,BB84,Post-Quantum,21.673296690925064,40.94781656921967,789.879468278079,30.516121876597797,1.6443223436401282,61.381500636896284,78.5529342213064,Medium,None,Medium,43.64590165187133,81.13767288793066,504.46251396914374,Images,69.70811544260039,Structured,1,39.24911115657743,38.27165773575398,0.9014084162737047,Caching,Suboptimal
256,B92,Post-Quantum,38.232226422401524,75.38333885504241,353.5751531939495,41.9279603171498,4.366666696893039,77.17528341224993,77.42820201067957,Medium,Side Channel,None,32.790933570270106,98.36770337240179,833.8992753192085,Audio,92.28985564858074,Structured,1,38.89182163294414,73.49755791848807,4.894408508615333,Compression,Suboptimal
512,E91,Hybrid QKD,66.87168502892446,96.36258392694997,952.8791364774025,18.313039312803827,4.580161389610881,84.88587579611945,100.34865497467712,Medium,Quantum Attack,Low,3.3089516091687754,85.07178877373505,731.2743990713229,Mixed,11.739421392194975,Structured,1,40.360454599006054,55.82574800863075,2.8364617460110644,Compression,Suboptimal
1024,SARG04,Post-Quantum,90.01287157344638,80.1558943423871,374.7707324182711,29.469740143325424,2.444159159250379,52.755595675895975,40.689795390335746,Medium,Quantum Attack,None,48.94703695434395,82.56251358917272,200.7366713400415,Text,12.915938894271314,Unstructured,1,82.34156901275941,70.18102621342811,4.677048066725327,Caching,Suboptimal
256,E91,Hybrid QKD,96.01476513181609,91.82260496255529,526.1583666142569,45.789265469530775,4.7451661724590455,71.34911593621214,132.6420197787141,Low,Side Channel,Medium,17.76098227628523,88.11537060426376,760.9813456867624,Text,52.10149641682371,Semi-Structured,1,22.71576363669974,10.049582452322618,2.238280572620253,Parallel Processing,Suboptimal
512,BB84,Post-Quantum,29.65340455231534,85.24286802875336,906.2668582330489,10.21447471758957,1.2375477984955268,93.37753884156707,110.67220343265791,High,Side Channel,High,14.042223172931317,84.97544286173628,381.36767660577425,Mixed,84.50572339774283,Structured,1,59.26974125306544,76.513245161155,1.2792226076383526,None,Optimal
512,BB84,QKD,99.20853097651357,46.70577181131133,79.42031754518979,2.669375825356977,1.8342289901699576,63.0603361029258,142.77431426039786,Low,Side Channel,None,46.321770982362246,84.11668367497822,50.48625159046685,Mixed,60.1491506332834,Unstructured,1,29.782803435017684,32.52300954688923,2.274391165333883,Parallel Processing,Suboptimal
128,B92,QKD,29.101000730674166,18.143790033545194,18.236464654098537,16.634653022707415,3.7269967257234207,90.86832427206852,126.79226728055654,High,Man-in-the-Middle,High,4.418392414856287,89.49156753524377,8.532914677047089,Text,88.12229761201341,Semi-Structured,0,41.592011015134034,77.77019758985082,4.996457275102169,None,Suboptimal
256,SARG04,Post-Quantum,62.35782762937489,10.350168158483871,463.6890022457904,18.421816294388513,0.6395435224911467,95.99130334607545,40.20860686707918,Medium,Quantum Attack,None,34.02190970856441,95.01933099565194,689.3354796167679,Audio,36.269060671849694,Structured,0,86.46165814183657,28.981925367794677,2.4036706624005135,Parallel Processing,Suboptimal
256,BB84,Post-Quantum,83.88520163011495,53.367240461833845,397.00740978724156,4.89993723397622,4.7180859766121515,64.55595348698628,78.1171518093022,Low,None,None,30.978242850324428,85.72860307789173,824.505455439948,Audio,75.98266099386824,Structured,0,44.47875272770433,42.36939422804342,2.4159096248035055,Compression,Suboptimal
128,B92,QKD,49.628359782679965,27.54596973497945,598.2441742703411,25.87939752416189,0.3151018593314492,83.30744760639027,192.0122357342354,Medium,Quantum Attack,Low,14.657115760535937,98.73727312407868,719.3210862244376,Audio,68.00285770381961,Semi-Structured,0,20.444911603972457,19.274547285531668,4.230099383677677,Caching,Optimal
1024,BB84,QKD,80.84389220594647,58.13085202242588,996.7485448362881,41.6912433906721,0.6661791728904298,54.62833348295208,12.658538979773155,Medium,Side Channel,Medium,8.85046385233515,80.00223305798066,395.03222660619514,Audio,32.24879667089444,Semi-Structured,1,44.26530579257699,55.352350777547166,1.8035091025833296,Compression,Suboptimal
512,B92,QKD,72.35691109907842,51.259735522278056,869.0250797576397,45.295946334343355,4.363594291891858,93.90837924357459,55.3826710983285,Low,Man-in-the-Middle,High,31.99741917253494,86.71692119963859,943.7647958195231,Audio,96.25532502752108,Semi-Structured,1,64.22093413531277,10.66076410951881,4.170600926765191,None,Suboptimal
512,BB84,Hybrid QKD,72.71157296836529,58.07239135716751,779.7797148974331,37.97789352871289,1.5193864734672817,95.01461955983495,56.941591614682046,Low,None,Medium,26.54000688212398,82.53005412968413,143.67145550306822,Images,94.88706850085286,Unstructured,0,29.00488826008437,11.077624003907458,1.6964408365772283,None,Suboptimal
512,B92,QKD,84.84950944633636,53.08628376182102,833.9304321918308,15.693057996738498,4.487912325319812,82.06708047860259,93.98201997709229,Low,Man-in-the-Middle,Medium,8.869535240406224,84.11952511823594,491.56083957643784,Text,44.786066825178544,Structured,1,21.82227401285693,65.19456961998759,1.1032983846960782,Compression,Suboptimal
128,SARG04,QKD,59.68089817995079,46.41285284536751,95.44865688563824,43.53867824062571,0.5868224735799249,59.05089637208049,131.16984106269769,High,Side Channel,High,36.621197897049846,81.12092418078814,624.103122678203,Audio,58.71640219266992,Semi-Structured,0,50.03949823158527,49.26961037303099,2.5690849636673274,Parallel Processing,Suboptimal
1024,SARG04,QKD,85.34831145531821,32.19476220418335,167.66636063266827,49.66377955839899,1.6292400193748646,76.72172086772721,14.61938733674316,Low,Side Channel,Medium,11.574804729520388,90.70233949129103,481.221428652631,Mixed,21.940257229245386,Semi-Structured,0,33.60925459445952,62.481140824104,0.27315498454482434,Parallel Processing,Suboptimal
512,BB84,Post-Quantum,51.60613589327048,89.22825698160081,665.8027546150821,43.00264884819163,1.1783997744173846,78.51596660616555,148.87296326505293,Low,None,High,14.472440213824827,93.50563816606721,827.8764284237111,Text,60.5519298950742,Semi-Structured,1,86.5069990140511,17.76877655888603,1.5411592397265723,Parallel Processing,Suboptimal
256,BB84,QKD,42.40897352458318,81.34892285697946,407.76751132908333,23.147760899674115,0.19906125155962517,93.0292462826444,37.22954075390306,Medium,Quantum Attack,Low,0.41485372277387245,95.11151059542449,880.9428191328813,Text,82.3706536701776,Structured,0,61.90717496910771,60.20709829228994,0.8524844368638658,Parallel Processing,Suboptimal
512,B92,QKD,86.72245741022381,40.27857308384866,613.357721950066,15.016125478522996,1.6192239912638517,52.07825751343557,33.34612070164096,Low,Man-in-the-Middle,Low,29.26530444600166,83.56690702587142,497.22151990519836,Mixed,28.92944079483327,Unstructured,0,56.30579585854279,13.15254442485929,4.677893012085307,Caching,Suboptimal
256,B92,Hybrid QKD,34.82008012023611,55.49166828913166,881.1175321403919,25.65112879650405,1.3928191686918128,62.106926626011,97.33398152709475,Medium,Quantum Attack,Medium,35.52521374240777,98.21445611979289,921.1048700523321,Text,37.95361891168986,Semi-Structured,1,74.43355486021474,52.5357634571448,2.8748125055618505,Caching,Suboptimal
